ALA   71.0788
ARG   156.1875
ASN   114.1038
ASP   115.0886
CYS   103.1388
GLU   129.1155
GLN   128.1307
GLY   57.0519
HIS   137.1411
HID   137.1411
ILE   113.1594
LEU   113.1594
LYS   128.1741
MET   131.1926
PHE   147.1766
PRO   97.1167
SER   87.0782
THR   101.1051
TRP   186.2132
TYR   163.1760
VAL   99.1326
CRO   319.31
H     1.00800
C    12.01100
N    14.00700
O    15.99900
S    32.06000
