# -1.07332e-05 7.01133e-06
1.5 0.0125597 33.9642
1.5 0.00628614 33.8779
1.5 0.00253334 33.8932
1.6 0.0136533 33.8106
1.6 0.01826 33.6918
1.6 0.00676058 33.5811
1.6 0.0161024 33.6024
1.6 0.0263862 33.5312
1.6 0.0335376 33.4544
1.6 0.0178499 33.3848
1.6 0.0251682 33.4082
1.6 0.0222696 33.3691
1.6 0.0182192 33.3044
1.7 0.0199151 33.2236
1.7 0.0152707 33.1848
1.7 0.0314104 33.0945
1.7 0.0237537 32.9874
1.7 0.0222637 32.9344
1.7 0.0139364 32.8046
1.7 0.0182539 32.7409
1.7 0.0144796 32.6043
1.7 0.0123958 32.5022
1.7 0.00424127 32.3978
1.8 0.00692501 32.3462
1.8 0.0203263 32.2084
1.8 0.0249472 32.0676
1.8 0.0246396 31.8918
1.8 0.0161251 31.7613
1.8 0.0213041 31.5842
1.8 0.0124882 31.3217
1.8 0.0160923 31.0645
1.8 0.0195915 30.8707
1.8 0.0188408 30.5658
1.9 0.0135561 30.207
1.9 0.0201687 29.7712
1.9 0.022462 29.2337
1.9 0.0194126 28.534
1.9 0.0197459 27.6965
1.9 0.00462477 26.7063
1.9 0.0130936 25.6309
1.9 0.0161153 24.3475
1.9 0.0177429 23.0496
1.9 0.018011 21.7449
2 0.0163217 20.5047
2 0.00800238 19.3099
2 0.0121694 18.2189
2 0.0314528 17.1494
2 0.0563398 16.0788
2 0.0459299 15.0838
2 0.0202081 14.0519
2 0.0247626 13.0121
2 0.016519 11.9285
2 0.0621075 10.9069
2.1 0.0302581 9.86953
2.1 0.053046 8.81716
2.1 0.0302795 7.58585
2.1 0.0347279 6.04606
2.1 0.0414557 3.98229
2.1 0.039973 1.42226
2.1 0.058115 -1.74684
