# -1.07332e-05 7.01133e-06
0 1.14339e-05 40.7348
0 0.00461968 40.7522
0 0.00812019 40.7575
0 0.00667904 40.745
0 0.00975786 40.7447
0 0.0136059 40.7329
0 0.0120416 40.7182
0 0.00682762 40.7026
0 0.00894786 40.6832
0 0.00665124 40.6624
0.1 0.0050291 40.6507
0.1 0.00610793 40.5811
0.1 0.0105418 40.4287
0.1 0.00572751 40.1732
0.1 0.0098667 39.8088
0.1 0.0115087 39.3903
0.1 0.0123508 38.9606
0.1 0.0152909 38.8363
0.1 0.0107452 38.8084
0.1 0.0128765 38.7804
0.2 0.015438 38.7835
0.2 0.00319035 38.7637
0.2 0.00417293 38.7771
0.2 0.0116134 38.8281
0.2 0.0135848 38.8367
0.2 0.0170306 38.7337
0.2 0.0201678 38.6703
0.2 0.0166712 38.68
0.2 0.011673 38.6639
0.2 0.0100987 38.6957
0.3 0.00619416 38.733
0.3 0.00772446 38.6667
0.3 0.00162821 38.6107
0.3 0.00665814 38.6123
0.3 0.0119168 38.6017
0.3 0.0183369 38.6118
0.3 0.0128798 38.5664
0.3 0.0220874 38.5431
0.3 0.0152429 38.5544
0.3 0.0187509 38.5197
0.4 0.00876439 38.5156
0.4 0.0039971 38.4369
0.4 0.00576011 38.3251
0.4 0.0176713 38.3013
0.4 0.0149887 38.3102
0.4 0.031849 38.315
0.4 0.0312027 38.2932
0.4 0.0253687 38.2321
0.4 0.02093 38.2035
0.4 0.0130744 38.2431
0.5 0.0106763 38.2186
0.5 0.00901513 38.075
0.5 0.0194151 37.9597
0.5 0.0203827 37.9766
0.5 0.00163558 38.0136
0.5 0.0148252 38.0011
0.5 0.0101603 37.9853
0.5 0.00804802 37.9468
0.5 0.0167745 37.9129
0.5 0.0149307 37.8823
0.6 0.0261568 37.8966
0.6 0.0259309 37.8846
0.6 0.0207613 37.8037
0.6 0.023736 37.6663
0.6 0.0214227 37.6352
0.6 0.0288218 37.6481
0.6 0.017067 37.6808
0.6 0.0287386 37.6547
0.6 0.0112647 37.561
0.6 0.0127337 37.4928
0.7 0.01129 37.4696
0.7 0.0237909 37.3694
0.7 0.0261749 37.3055
0.7 0.0291028 37.2764
0.7 0.0134939 37.2283
0.7 0.0124063 37.2343
0.7 0.0161013 37.1968
0.7 0.0073258 37.1958
0.7 0.0193523 37.1917
0.7 0.0284733 37.1313
0.8 0.0141042 37.1131
0.8 0.0102559 37.0667
0.8 0.00728427 37.0517
0.8 0.0155461 37.0592
0.8 0.0255869 37.0079
0.8 0.00930831 36.9729
0.8 0.0136312 36.9495
0.8 0.0111223 36.9174
0.8 0.0127836 36.9454
0.8 0.01307 36.8974
0.9 0.0117691 36.8928
0.9 0.00656228 36.8014
0.9 0.0115548 36.742
0.9 0.0189391 36.6474
0.9 0.0161675 36.5687
0.9 0.0232739 36.4981
0.9 0.0132074 36.4341
0.9 0.010174 36.485
0.9 0.00557487 36.4824
0.9 0.00122659 36.4938
1 0.00855632 36.4479
1 0.0119239 36.3522
1 0.0348579 36.2905
1 0.0224046 36.2842
1 0.0308472 36.2505
1 0.0185111 36.1844
1 0.0174291 36.1869
1 0.0131606 36.2276
1 0.0210977 36.266
1 0.00711227 36.2373
1.1 0.0213309 36.1978
1.1 0.0143289 36.1753
1.1 0.0118591 36.1505
1.1 0.00154648 36.0924
1.1 0.013389 36.0482
1.1 0.0112868 36.0631
1.1 0.0377875 36.0695
1.1 0.0248337 36.0784
1.1 0.0304719 36.0298
1.1 0.0196912 36.0254
1.2 0.0269851 35.9751
1.2 0.00714038 35.9554
1.2 0.0102625 35.8788
1.2 0.0201232 35.807
1.2 0.0244828 35.7214
1.2 0.0220181 35.6837
1.2 0.0149925 35.6085
1.2 0.0114728 35.5977
1.2 0.00697169 35.5303
1.2 0.0168998 35.4448
1.3 0.020111 35.3026
1.3 0.0158081 35.2938
1.3 0.0194797 35.1981
1.3 0.0180342 35.1457
1.3 0.0134543 35.0645
1.3 0.0158559 35.0002
1.3 0.00919849 34.9639
1.3 0.0107179 34.9312
1.3 0.00720418 34.8732
1.3 0.0103179 34.866
1.4 0.00823017 34.8265
1.4 0.0135885 34.7775
1.4 0.00796469 34.7678
1.4 0.0159983 34.695
1.4 0.00531664 34.6566
1.4 0.00274339 34.6631
1.4 0.00806529 34.6152
1.4 0.000493791 34.5744
1.4 0.0118908 34.5038
1.4 0.0135995 34.4957
1.5 0.0149642 34.4134
1.5 0.017196 34.3313
1.5 0.0288643 34.2257
1.5 0.0227363 34.1465
1.5 0.0187969 34.0997
1.5 0.0124291 34.0552
1.5 0.015886 34.0343
